Sample	posterior	likelihood	prior	treeLikelihood	treeHeight	editRate.1	editRate.2	silencingRate	clockRate.c	birthRate	rho	deathRate
270000	-101.07501918276559	-50.77862048282833	-50.29639869993726	-50.77862048282833	47.20824354821142	0.6046476579687596	0.39535234203124014	0.0	0.04366292540761439	0.22242548564016004	1.0	0.205676472853013
280000	-103.53159587174471	-49.45611391813503	-54.075481953609675	-49.45611391813503	48.271263121187566	0.568396665433248	0.43160333456675193	0.0	0.030351290997700772	0.1312658161986779	1.0	0.1052909513919319
290000	-109.17577393727377	-53.47590961685055	-55.699864320423224	-53.47590961685055	52.77652289914825	0.7249317152090015	0.2750682847909983	0.0	0.036154979149217246	0.2279661421735244	1.0	0.2361134574964228
300000	-103.37646960178836	-50.13599807296183	-53.24047152882653	-50.13599807296183	53.800277252990234	0.3412358922244713	0.6587641077755284	0.0	0.02470376966431537	0.18308180899086518	1.0	0.14936946085542735
310000	-99.98715839394217	-50.05000136045659	-49.93715703348558	-50.05000136045659	46.0003411984586	0.47638622323441365	0.5236137767655862	0.0	0.05042237064771033	0.27129305993173103	1.0	0.2757712805937544
320000	-102.71260660412717	-51.46415133590192	-51.24845526822526	-51.46415133590192	49.38369266167233	0.3581136322422361	0.6418863677577638	0.0	0.046884986380493945	0.1531102597148649	1.0	0.11738960264593523
330000	-103.29950506874358	-49.40347058929683	-53.896034479446755	-49.40347058929683	47.767594967368865	0.6973857747679344	0.3026142252320656	0.0	0.03590175674332722	0.17117885123837445	1.0	0.10416800869479342
340000	-106.47646321340002	-50.255161088820536	-56.22130212457948	-50.255161088820536	51.1720668598991	0.7172393982427333	0.2827606017572668	0.0	0.03552090505660034	0.178984091049404	1.0	0.2191869258395516
350000	-100.35014977158372	-48.69723999970052	-51.652909771883195	-48.69723999970052	50.155287377275066	0.6756217901125471	0.32437820988745325	0.0	0.028013284893345602	0.18060175691566516	1.0	0.14687876726886542
360000	-113.01980445961485	-52.35925819791285	-60.66054626170199	-52.35925819791285	52.64213068194267	0.5878410416576488	0.4121589583423516	0.0	0.029401096874493732	0.38333008487063325	1.0	0.39859141717797736
370000	-100.86542390853214	-48.834218201281004	-52.03120570725113	-48.834218201281004	51.80601967236658	0.7434867352895335	0.2565132647104669	0.0	0.03160973643620024	0.2115122010192276	1.0	0.17693159418089657
380000	-103.30681584018865	-51.99865774085471	-51.30815809933394	-51.99865774085471	43.61304912166896	0.3576525642528444	0.6423474357471559	0.0	0.0253619010402312	0.24705499847250403	1.0	0.27918146548615347
390000	-105.78724759254914	-51.57467855508268	-54.21256903746646	-51.57467855508268	50.63368029648112	0.5177088239358423	0.4822911760641581	0.0	0.021202075942250945	0.5263855492910554	1.0	0.5707097754882314
400000	-104.77595362095242	-51.92469277790362	-52.8512608430488	-51.92469277790362	47.11912144465595	0.5498205206491209	0.45017947935087943	0.0	0.035060611739127855	0.1698106948163996	1.0	0.1144903986201528
410000	-107.99415894246954	-53.33588320789351	-54.65827573457602	-53.33588320789351	41.42212275927776	0.6345079103814899	0.3654920896185105	0.0	0.027804549982738493	0.34013592257071723	1.0	0.3759301950906298
420000	-104.28509603450424	-48.316632840334314	-55.96846319416992	-48.316632840334314	53.61888891737014	0.5822471286481576	0.4177528713518426	0.0	0.03586031464791063	0.19508914719724801	1.0	0.180675513111603
430000	-104.0330467199388	-50.385239067589666	-53.64780765234913	-50.385239067589666	47.632711018058394	0.619818559945971	0.38018144005402915	0.0	0.04666060289803211	0.13163468136301143	1.0	0.05315754087496073
440000	-104.54984021680943	-49.3439338178708	-55.20590639893863	-49.3439338178708	53.02228021849939	0.6091362172490763	0.3908637827509237	0.0	0.03845414754347178	0.10006717189514866	1.0	0.07218014848083293
450000	-101.69255944634037	-49.128346737104316	-52.564212709236045	-49.128346737104316	53.12265468844759	0.5342197592151559	0.46578024078484426	0.0	0.01920006293419281	0.15589362472470644	1.0	0.13735051267189485
460000	-107.72287134542572	-55.896476404998786	-51.82639494042693	-55.896476404998786	47.8774581995217	0.5048993183305488	0.4951006816694515	0.0	0.037739151123702325	0.14522962970571807	1.0	0.15335394502095995
470000	-105.40691888734622	-49.66945082209212	-55.737468065254106	-49.66945082209212	49.49796221407945	0.4168048208650029	0.5831951791349975	0.0	0.03934482567506733	0.08642687680497467	1.0	0.1118982310371724
480000	-100.15977458544506	-48.37815038576686	-51.781624199678205	-48.37815038576686	51.81946286658774	0.6609051362071369	0.33909486379286347	0.0	0.033092722258953385	0.20827124582263032	1.0	0.19053624314987225
490000	-103.7209206093418	-48.784582626494476	-54.93633798284733	-48.784582626494476	52.757840420146444	0.3669827936956438	0.6330172063043564	0.0	0.028527605986642394	0.11720265681118192	1.0	0.11705117343047639
500000	-103.34780407575731	-50.005182311192385	-53.342621764564925	-50.005182311192385	44.461867870687655	0.3911964439536646	0.6088035560463356	0.0	0.040359121305562545	0.09757180851927107	1.0	0.10961760673968989
510000	-106.3127899567875	-50.66012329827036	-55.652666658517134	-50.66012329827036	51.3549235160276	0.6858298872585945	0.3141701127414059	0.0	0.042169239666423684	0.2226745241097119	1.0	0.20275403262898872
520000	-106.01414139198124	-51.139506030300375	-54.87463536168086	-51.139506030300375	51.66298950371354	0.5373113259902784	0.4626886740097222	0.0	0.027173978476198877	0.2029510964625308	1.0	0.1607377233747224
530000	-103.39783535035411	-48.08543570263419	-55.31239964771992	-48.08543570263419	51.42509398348422	0.5793375100893962	0.42066248991060434	0.0	0.023500505512510213	0.06539620756816851	1.0	0.055799983493846496
540000	-108.69261324264096	-52.26950192674568	-56.42311131589528	-52.26950192674568	48.87786946765672	0.47342270142295845	0.5265772985770419	0.0	0.025165512076187058	0.2777037206158801	1.0	0.23351913767831364
550000	-106.16682771399267	-50.112805884434984	-56.05402182955769	-50.112805884434984	46.90889447952486	0.6522228829263237	0.3477771170736764	0.0	0.03880250237296757	0.06665989196465426	1.0	0.05656781779003489
560000	-104.07773530291325	-49.89066203804855	-54.187073264864694	-49.89066203804855	51.8063216497214	0.5039605079731461	0.49603949202685405	0.0	0.04856692947698455	0.1612553970594311	1.0	0.13064840551657356
570000	-103.75933269664517	-49.74724294961301	-54.012089747032164	-49.74724294961301	53.83619540381567	0.5283539683458187	0.47164603165418134	0.0	0.02675336624332152	0.1812816613252225	1.0	0.17986325392728628
580000	-101.19744591033745	-49.03019857909794	-52.167247331239516	-49.03019857909794	50.99235501693717	0.6170172875045591	0.382982712495441	0.0	0.027888813540459998	0.09520903077521185	1.0	0.060028001219656055
590000	-102.3103742299164	-49.371772379877505	-52.9386018500389	-49.371772379877505	51.48178581075405	0.42398729038439786	0.5760127096156022	0.0	0.032780106929381665	0.23294983780143158	1.0	0.24043878963043097
600000	-104.92043320591523	-50.83205005507517	-54.08838315084006	-50.83205005507517	42.2245549161279	0.43237650389622917	0.567623496103771	0.0	0.03567168304821109	0.21970556754041576	1.0	0.23031344568404372
610000	-104.12423891194749	-50.526298010983325	-53.59794090096416	-50.526298010983325	52.69201992823329	0.7773496707960749	0.22265032920392536	0.0	0.028561458500468703	0.12979109797364868	1.0	0.13442507059840827
620000	-101.7266588310976	-49.79335562001015	-51.93330321108744	-49.79335562001015	42.840760697912565	0.5015021083659437	0.4984978916340564	0.0	0.0358074441592504	0.19010559963911036	1.0	0.18861873615183838
630000	-101.65929627500248	-50.18270262537581	-51.47659364962666	-50.18270262537581	43.86905584170165	0.4785682290626498	0.5214317709373502	0.0	0.03147296914856398	0.11986260852589758	1.0	0.10655578316738658
640000	-104.53262116200834	-49.346934320879555	-55.185686841128785	-49.346934320879555	53.23865798000095	0.6752432573815963	0.3247567426184036	0.0	0.032565989477687476	0.2409560628881494	1.0	0.24521895366598126
650000	-100.97058372293392	-48.88637460314567	-52.08420911978825	-48.88637460314567	46.66275372474873	0.3725940169289977	0.6274059830710023	0.0	0.040015813930534536	0.34158695194519956	1.0	0.38707561860733236
660000	-105.58648307437261	-50.27458220275633	-55.31190087161628	-50.27458220275633	51.744138812608746	0.6221685068168034	0.37783149318319664	0.0	0.03729188917088443	0.2549784845480418	1.0	0.3046786640811576
670000	-99.81316377846971	-48.38037685574247	-51.432786922727246	-48.38037685574247	53.74446314092248	0.5424318261457658	0.45756817385423415	0.0	0.025346985817100265	0.15362154086778435	1.0	0.11347087396407406
680000	-103.7467771812687	-49.69079521749869	-54.05598196377	-49.69079521749869	53.268494921996705	0.6606886927012597	0.33931130729874026	0.0	0.040712477558036045	0.21975172031145415	1.0	0.2392795791923774
690000	-108.26696936032411	-53.69968809212889	-54.56728126819522	-53.69968809212889	44.55487560162127	0.4311138504949778	0.5688861495050221	0.0	0.031997823445316535	0.30775070224078427	1.0	0.32697799744837597
700000	-102.33977106734304	-50.7344652374677	-51.60530582987534	-50.7344652374677	50.30327721616168	0.7789080749201559	0.22109192507984401	0.0	0.03257913394035901	0.20802402213832544	1.0	0.21820157910871732
710000	-103.28449651961142	-49.096481041004	-54.18801547860743	-49.096481041004	48.92492586197617	0.6350327053960556	0.3649672946039444	0.0	0.03250976586480488	0.145065756662579	1.0	0.14404935902816213
720000	-102.34218003250339	-48.79499235812216	-53.547187674381235	-48.79499235812216	51.00334792361337	0.43485923519129016	0.5651407648087098	0.0	0.02975213053523005	0.23951243199380945	1.0	0.2357248745945198
730000	-109.80817358413455	-57.2671370354804	-52.54103654865414	-57.2671370354804	39.88375295653969	0.20171249720753903	0.798287502792461	0.0	0.04673983144566233	0.38695977390547587	1.0	0.3541819537668399
740000	-101.9329258258208	-48.681090205540926	-53.25183562027987	-48.681090205540926	49.74624335589736	0.5659024202186016	0.43409757978139824	0.0	0.029581467192997576	0.14730998365092007	1.0	0.13895531491374355
750000	-103.9803252632778	-52.522240623371324	-51.45808463990648	-52.522240623371324	53.63646213898289	0.7458116456700412	0.25418835432995857	0.0	0.029337631846705566	0.13743062856110824	1.0	0.13908128185493218
760000	-104.96073796738077	-50.19370833482226	-54.76702963255851	-50.19370833482226	45.69832868604039	0.4149768482683741	0.5850231517316258	0.0	0.031132185042435343	0.19837789675855783	1.0	0.22748962749969676
770000	-102.47734577015223	-51.70505124645052	-50.77229452370171	-51.70505124645052	46.193350239328915	0.7864953897938296	0.2135046102061702	0.0	0.03876873691449401	0.09840342220023755	1.0	0.07091479131177457
780000	-104.10970418835291	-48.65407159939553	-55.45563258895738	-48.65407159939553	53.0884029575968	0.4750953699439927	0.524904630056007	0.0	0.03294511404047628	0.11484014157816314	1.0	0.07156161475648554
790000	-101.33583296177002	-49.04534239771492	-52.2904905640551	-49.04534239771492	53.35485327744579	0.5678502131135286	0.43214978688647127	0.0	0.03177413791349565	0.1869453599641105	1.0	0.2119266759272384
800000	-102.038718620568	-49.007500850199676	-53.031217770368336	-49.007500850199676	44.54225610163797	0.5053633530677308	0.4946366469322689	0.0	0.04457860671561084	0.1461770568470491	1.0	0.11115630914890878
810000	-106.1261804784333	-50.348270481773234	-55.77790999666007	-50.348270481773234	48.39149836452862	0.47413742416772764	0.525862575832272	0.0	0.026903871808536522	0.18233347477007256	1.0	0.17333564621457562
820000	-100.1453006992455	-48.23560706268668	-51.909693636558806	-48.23560706268668	51.85674318156894	0.4579541253565109	0.5420458746434886	0.0	0.02287081482093668	0.1524347812174431	1.0	0.14057763471599025
830000	-102.98716828229445	-50.240706883081245	-52.7464613992132	-50.240706883081245	48.51308754940324	0.5963278130157317	0.40367218698426804	0.0	0.03689812843766586	0.3006812534586643	1.0	0.3136052719719202
840000	-105.59500035263628	-50.42219720855455	-55.17280314408173	-50.42219720855455	51.92136455492093	0.7415909080947513	0.25840909190524863	0.0	0.02205358774346843	0.23681749246845332	1.0	0.28288179010523085
850000	-105.704429207116	-53.09135008439537	-52.61307912272062	-53.09135008439537	43.52543839216455	0.7106497409013015	0.28935025909869855	0.0	0.03087985169471434	0.215216917240483	1.0	0.21706131765115178
860000	-108.09741226137461	-51.36251682972019	-56.73489543165442	-51.36251682972019	43.97725974396454	0.5708994103463021	0.4291005896536979	0.0	0.044867859571717315	0.35638457072588503	1.0	0.37471518336439313
870000	-109.63106863543774	-51.71147390991539	-57.91959472552235	-51.71147390991539	53.349641947183514	0.6530501877155408	0.3469498122844593	0.0	0.017466951975498007	0.616236799089986	1.0	0.6133325514678782
880000	-103.92540540286987	-47.561355838358054	-56.36404956451182	-47.561355838358054	53.8833107052744	0.5925558014175233	0.4074441985824767	0.0	0.03902265763494766	0.6314948433752802	1.0	0.6396065494851745
890000	-108.8589662265149	-51.41497645035068	-57.443989776164216	-51.41497645035068	43.921406170647074	0.43229838902218054	0.5677016109778196	0.0	0.029876483179061733	0.7223292511002563	1.0	0.747961732705179
900000	-102.71433830131271	-51.18811295115645	-51.52622535015626	-51.18811295115645	51.023865805668244	0.5071347699140168	0.49286523008598326	0.0	0.03671518465737562	0.3344909775342994	1.0	0.36735551011991596
910000	-104.70172121967724	-47.65071933228993	-57.05100188738731	-47.65071933228993	52.727057688673284	0.5108707018659815	0.48912929813401873	0.0	0.02854069501417005	0.22885350918801386	1.0	0.20621236501792728
920000	-102.70196989457108	-52.23573680769752	-50.46623308687355	-52.23573680769752	45.82357364499338	0.6161586556915256	0.3838413443084746	0.0	0.041571414740702424	0.11835130985368182	1.0	0.08256038696795687
930000	-102.13640354732053	-49.73503644452061	-52.40136710279992	-49.73503644452061	46.35081183478566	0.5665875656352845	0.4334124343647159	0.0	0.04568550059014955	0.39600220077912723	1.0	0.4145414072752628
940000	-104.10328259504543	-50.30154059963233	-53.801741995413096	-50.30154059963233	51.91361213406014	0.6448648922545719	0.3551351077454286	0.0	0.051570484649861845	0.3630031007471201	1.0	0.377191531385313
950000	-104.08988814125442	-53.31236877110672	-50.77751937014771	-53.31236877110672	40.207191738548225	0.7068814285600364	0.29311857143996395	0.0	0.036493924539131486	0.1420107594532629	1.0	0.12836685457343244
960000	-101.83503992117305	-47.343391529794445	-54.491648391378604	-47.343391529794445	53.92628364746718	0.5220241836379568	0.4779758163620437	0.0	0.031689626541979	0.11485078249505667	1.0	0.11818346539342633
970000	-106.63862936939383	-51.37720688589688	-55.26142248349694	-51.37720688589688	51.91290542032308	0.3535722654696238	0.6464277345303767	0.0	0.029641261701210623	0.05348188697522542	1.0	0.03193887383250138
980000	-104.15221951310846	-50.137679293534404	-54.014540219574066	-50.137679293534404	51.64868288515563	0.4459215966038506	0.55407840339615	0.0	0.03708487792667286	0.24617831802973406	1.0	0.23625023839751513
990000	-103.67457246885468	-52.4420930051324	-51.23247946372227	-52.4420930051324	45.701417570573184	0.4261817027002945	0.5738182972997061	0.0	0.045141441949209445	0.11482161449327855	1.0	0.09043725976362696
1000000	-107.95059993295709	-54.24028213794004	-53.710317795017055	-54.24028213794004	50.895050156050615	0.5974880548894341	0.40251194511056665	0.0	0.034457494056160554	0.14654977703912214	1.0	0.1633605282844341
